날짜,시가,고가,저가,종가,거래량,거래대금,등락률
2021-01-11,10600,11550,10350,10800,1378961,15059401950,4.35
2021-01-12,10500,10900,10400,10800,262102,2794049100,0.0
2021-01-13,10800,10800,10450,10500,193787,2047902700,-2.78
2021-01-14,10450,10500,10200,10250,183333,1889687550,-2.38
2021-01-15,10350,10400,10100,10200,131990,1349104600,-0.49
2021-01-18,10450,10750,10250,10350,341011,3594326150,1.47
2021-01-19,10400,10600,10250,10550,152323,1592263700,1.93
2021-01-20,10650,10700,10450,10650,154868,1637274050,0.95
2021-01-21,10650,10750,10500,10600,148748,1573124300,-0.47
2021-01-22,10600,10750,10250,10450,175432,1824681250,-1.42
2021-01-25,10500,10500,10200,10450,108770,1126611800,0.0
2021-01-26,10450,10500,10150,10250,103888,1068353750,-1.91
2021-01-27,10200,10250,10000,10200,114279,1156150000,-0.49
2021-01-28,10000,10100,9850,9970,133292,1328331930,-2.25
2021-01-29,9970,10000,9370,9470,162027,1559113560,-5.02
2021-02-01,9460,9570,9160,9560,74566,701032860,0.95
2021-02-02,9600,9860,9510,9670,63218,613966540,1.15
2021-02-03,9690,9900,9690,9820,58031,570106970,1.55
2021-02-04,9900,9900,9670,9800,30972,301771820,-0.2
2021-02-05,9810,9830,9680,9710,35011,340057740,-0.92
2021-02-08,9750,9750,9570,9650,27488,264392810,-0.62
2021-02-09,9570,9650,9520,9570,28528,273188690,-0.83
2021-02-10,9510,9570,9420,9500,34894,330290580,-0.73
2021-02-15,9600,9690,9540,9630,57544,553011430,1.37
2021-02-16,9680,9710,9510,9620,41856,400795300,-0.1
2021-02-17,9620,9630,9490,9540,36881,351591190,-0.83
2021-02-18,9530,9800,9450,9560,63628,609068480,0.21
2021-02-19,9560,9560,9310,9450,51121,480176610,-1.15
2021-02-22,9410,9480,9360,9410,34153,321654120,-0.42
2021-02-23,9380,9500,8900,9230,204478,1862954520,-1.91
2021-02-24,9230,9250,8840,8850,65210,587937230,-4.12
2021-02-25,8970,9070,8900,8980,26061,234530270,1.47
2021-02-26,8920,8980,8710,8840,50354,443356110,-1.56
2021-03-02,8840,8950,8750,8800,25289,223685120,-0.45
2021-03-03,8750,8890,8530,8890,24183,212680760,1.02
2021-03-04,8810,8890,8800,8860,17352,153429370,-0.34
2021-03-05,8860,8950,8730,8830,27300,241947220,-0.34
2021-03-08,8880,9000,8680,8680,32601,286665560,-1.7
2021-03-09,8750,8750,8490,8580,27281,234078000,-1.15
2021-03-10,8580,8740,8500,8560,19510,166873670,-0.23
2021-03-11,8560,8790,8560,8770,44582,386040420,2.45
2021-03-12,8770,8940,8680,8890,27215,240473460,1.37
2021-03-15,8890,8940,8690,8850,15105,133618390,-0.45
2021-03-16,8820,9000,8820,8980,32232,287525790,1.47
2021-03-17,8980,9000,8900,8900,18410,164457470,-0.89
2021-03-18,8900,8990,8820,8860,26943,239970320,-0.45
2021-03-19,8850,8880,8590,8770,23070,202382510,-1.02
2021-03-22,8700,8870,8600,8840,51868,454525730,0.8
2021-03-23,8840,8870,8670,8670,33392,292327670,-1.92
2021-03-24,8670,8670,8510,8620,24204,207849910,-0.58
2021-03-25,8620,8850,8600,8760,44251,385880910,1.62
2021-03-26,8840,8900,8770,8800,39189,346271360,0.46
2021-03-29,8810,9110,8810,8970,82337,741712440,1.93
2021-03-30,8980,9180,8980,9160,43755,399116840,2.12
2021-03-31,9180,9260,9040,9190,46664,428201380,0.33
2021-04-01,9190,9250,9030,9090,25576,232276030,-1.09
2021-04-02,9090,9120,9010,9120,21322,193409950,0.33
2021-04-05,9200,9200,9110,9160,22895,209411880,0.44
2021-04-06,9160,9160,8950,9010,34560,312038870,-1.64
2021-04-07,9010,9630,9010,9430,164289,1539097210,4.66
2021-04-08,9650,9650,9250,9340,63953,599006550,-0.95
2021-04-09,9340,9500,9290,9500,40993,386388220,1.71
2021-04-12,9500,9670,9370,9540,56732,539343450,0.42
2021-04-13,9540,9580,9400,9580,68764,653133140,0.42
2021-04-14,9580,9750,9490,9710,72562,701320870,1.36
2021-04-15,9710,9710,9510,9550,54161,518504130,-1.65
2021-04-16,9510,9520,9370,9500,59100,556727060,-0.52
2021-04-19,9360,9520,9360,9480,31357,295516260,-0.21
2021-04-20,9440,9530,9410,9500,28872,273455210,0.21
2021-04-21,9500,10500,9370,10300,1009832,10207773120,8.42
2021-04-22,10100,10300,9840,9890,384112,3851301260,-3.98
2021-04-23,9890,10200,9880,9950,160746,1609628340,0.61
2021-04-26,10200,10600,9920,10400,680700,7026030960,4.52
2021-04-27,10500,10600,10300,10350,243667,2538462250,-0.48
2021-04-28,10500,11100,10100,10150,917243,9725216500,-1.93
2021-04-29,10300,10300,9770,9780,244934,2443675940,-3.65
2021-04-30,9890,10050,9750,9890,72484,716585800,1.12
2021-05-03,9900,10550,9900,10150,230718,2362528070,2.63
2021-05-04,10200,10250,9960,10100,109438,1102208150,-0.49
2021-05-06,10100,10400,10050,10350,140944,1447399050,2.48
2021-05-07,10350,10400,10150,10300,85876,878487350,-0.48
2021-05-10,10350,10400,10150,10300,79169,811193300,0.0
2021-05-11,10250,10500,10050,10300,122766,1263667950,0.0
2021-05-12,10450,10500,10000,10100,106965,1092001000,-1.94
2021-05-13,10000,10300,9980,10000,88248,890866900,-0.99
2021-05-14,10100,10200,9970,9990,54458,545305760,-0.1
2021-05-17,9990,10050,9630,9630,102553,1000884980,-3.6
2021-05-18,9680,9930,9680,9920,50891,499516890,3.01
2021-05-20,9880,9950,9630,9660,65338,634774660,-2.62
2021-05-21,9710,9850,9550,9590,48260,465446880,-0.72
2021-05-24,9540,9590,9360,9410,63112,595678650,-1.88
2021-05-25,9320,9520,9310,9490,33392,315472540,0.85
2021-05-26,9550,9680,9470,9530,30830,294030610,0.42
2021-05-27,9570,9670,9490,9670,38323,367224280,1.47
2021-05-28,9680,9690,9610,9680,28268,273179510,0.1
2021-05-31,9680,9930,9590,9930,93937,924862130,2.58
2021-06-01,9930,10350,9930,10200,269232,2752411030,2.72
2021-06-02,10300,10350,10100,10200,88922,909707250,0.0
2021-06-03,10200,10350,10100,10250,71698,733250550,0.49
2021-06-04,10350,10350,10050,10250,53780,547892400,0.0
2021-06-07,10250,10350,10150,10200,54005,553031350,-0.49
2021-06-08,10300,10400,10200,10250,90547,930479550,0.49
2021-06-09,10250,10500,10200,10250,92615,960739850,0.0
2021-06-10,10250,10500,10250,10450,97786,1015361000,1.95
2021-06-11,10550,11000,10350,10800,488187,5260925050,3.35
2021-06-14,11050,11050,10600,10800,180068,1946812850,0.0
2021-06-15,10700,10850,10600,10650,100609,1073430750,-1.39
2021-06-16,10650,10650,10450,10550,109337,1151752600,-0.94
2021-06-17,10600,10600,10400,10550,40658,426102350,0.0
2021-06-18,10550,10750,10400,10700,79480,847182150,1.42
2021-06-21,10650,10700,10150,10250,112977,1163212850,-4.21
2021-06-22,10250,10400,10200,10250,46975,483604600,0.0
2021-06-23,10300,10900,10300,10400,183983,1960879550,1.46
2021-06-24,10400,10600,10050,10150,65464,668483750,-2.4
2021-06-25,10150,10250,10050,10050,43443,439341050,-0.99
2021-06-28,10050,10150,9970,10150,48756,489079650,1.0
2021-06-29,10100,10150,9970,10000,43839,439622750,-1.48
2021-06-30,10050,10200,10000,10000,57970,585931700,0.0
2021-07-01,10200,10300,10000,10000,79815,803156850,0.0
2021-07-02,10050,10100,9920,10000,75851,756209660,0.0
2021-07-05,10000,10150,9970,10050,41863,421081350,0.5
2021-07-06,10050,10150,10000,10100,35444,357620500,0.5
2021-07-07,10100,10150,9970,10000,35762,358169760,-0.99
2021-07-08,10000,10050,9750,9790,79215,781380580,-2.1
2021-07-09,9630,9750,9500,9580,62722,599746860,-2.15
2021-07-12,9610,9780,9600,9730,22361,216871890,1.57
2021-07-13,9730,9800,9730,9780,27306,266591890,0.51
2021-07-14,9790,9800,9710,9790,24038,234615310,0.1
2021-07-15,9790,9840,9770,9780,30889,302837410,-0.1
2021-07-16,9780,9830,9690,9690,26290,255636300,-0.92
2021-07-19,9600,9720,9550,9620,28611,274498840,-0.72
2021-07-20,9570,9580,9420,9430,48889,463936240,-1.98
2021-07-21,9450,9540,9370,9410,48512,457918420,-0.21
2021-07-22,9430,9540,9420,9510,25178,238554720,1.06
2021-07-23,9510,9540,9450,9510,17406,165016300,0.0
2021-07-26,9510,9560,9380,9390,27366,257982250,-1.26
2021-07-27,9390,9450,9360,9450,19547,183948360,0.64
2021-07-28,9430,9430,9320,9390,34191,320332870,-0.63
2021-07-29,9390,9440,9380,9410,8242,77604060,0.21
2021-07-30,9410,9840,9410,9810,116422,1131145080,4.25
2021-08-02,9810,9900,9750,9870,47002,462824630,0.61
2021-08-03,9870,9900,9680,9780,34598,338454520,-0.91
2021-08-04,9780,9790,9690,9750,20942,203829190,-0.31
2021-08-05,9840,9850,9680,9800,12518,122286130,0.51
2021-08-06,9790,9840,9680,9810,32920,320706950,0.1
2021-08-09,9770,9840,9690,9810,32819,320884880,0.0
2021-08-10,9870,9870,9670,9730,30788,299573580,-0.82
2021-08-11,9650,9730,9630,9630,17911,173205020,-1.03
2021-08-12,9630,9700,9550,9650,17372,167175420,0.21
2021-08-13,9590,9650,9210,9420,55288,518334930,-2.38
2021-08-17,9420,9420,8950,8990,48564,441460130,-4.56
2021-08-18,8760,9050,8760,9030,35961,320219090,0.44
2021-08-19,8950,9030,8560,8660,82412,718494140,-4.1
2021-08-20,8600,8660,8200,8380,81666,683966440,-3.23
2021-08-23,8290,8420,8260,8380,40886,340949710,0.0
2021-08-24,8380,8620,8380,8450,49567,420295040,0.84
2021-08-25,8490,8550,8410,8500,28005,237487580,0.59
2021-08-26,8500,8560,8420,8480,19602,165989130,-0.24
2021-08-27,8470,8510,8390,8500,20037,169311370,0.24
2021-08-30,8500,8610,8440,8580,17808,151641030,0.94
2021-08-31,8590,8650,8520,8600,20488,175814980,0.23
2021-09-01,8610,8640,8520,8640,19280,165538700,0.47
2021-09-02,8650,8680,8510,8660,23872,204592030,0.23
2021-09-03,8660,8700,8620,8650,16217,140510330,-0.12
2021-09-06,8670,8700,8620,8700,15141,131260910,0.58
2021-09-07,8660,8770,8660,8690,18291,159460080,-0.11
2021-09-08,8730,8730,8580,8720,27905,241449160,0.35
2021-09-09,8690,8770,8620,8620,20286,175888340,-1.15
2021-09-10,8600,8680,8560,8680,21787,187646910,0.7
2021-09-13,8680,8820,8610,8690,19077,166020180,0.12
2021-09-14,8630,8730,8600,8620,16405,141706590,-0.81
2021-09-15,8620,8660,8510,8560,23743,202857830,-0.7
2021-09-16,8600,8630,8520,8550,9221,78887200,-0.12
2021-09-17,8520,8660,8510,8560,16912,145196660,0.12
2021-09-23,8470,8550,8350,8370,34659,291756980,-2.22
2021-09-24,8490,8490,8310,8370,15532,130100760,0.0
2021-09-27,8370,8390,8290,8330,25694,213923580,-0.48
2021-09-28,8410,8480,8310,8400,23011,192853150,0.84
2021-09-29,8350,8350,8200,8300,21958,181345280,-1.19
2021-09-30,8270,8450,8270,8390,10954,91391480,1.08
2021-10-01,8450,8550,8230,8400,22606,188591930,0.12
2021-10-05,8390,8410,8200,8290,22937,189732570,-1.31
2021-10-06,8340,8390,8010,8260,24297,198391480,-0.36
2021-10-07,8100,8300,8100,8190,16090,131706140,-0.85
2021-10-08,8190,8210,8110,8130,9419,76740560,-0.73
2021-10-12,8000,8140,7870,8140,24959,198491470,0.12
2021-10-13,8040,8100,7950,8020,27630,221877720,-1.47
2021-10-14,8010,8130,8010,8130,15621,126286730,1.37
2021-10-15,8150,8440,8090,8420,19005,157710780,3.57
2021-10-18,8450,8620,8380,8600,17424,148738280,2.14
2021-10-19,8630,8630,8520,8610,29669,255217850,0.12
2021-10-20,8650,8760,8600,8750,37707,327702800,1.63
2021-10-21,8750,8910,8710,8790,34171,301244780,0.46
2021-10-22,8840,8840,8510,8630,40233,345809270,-1.82
2021-10-25,8630,8630,8410,8550,17460,148048300,-0.93
2021-10-26,8490,8570,8480,8550,8308,70825490,0.0
2021-10-27,8580,8600,8420,8420,9554,81018050,-1.52
2021-10-28,8450,8490,8360,8430,16243,136473670,0.12
2021-10-29,8500,8500,8290,8380,13257,110648370,-0.59
2021-11-01,8330,8460,8310,8380,7773,65102650,0.0
2021-11-02,8340,8470,8260,8400,11811,98773220,0.24
2021-11-03,8410,8430,8250,8310,13505,112518320,-1.07
2021-11-04,8360,8370,8120,8190,14392,118176110,-1.44
2021-11-05,8200,8230,8060,8130,19697,159598700,-0.73
2021-11-08,8150,8200,8050,8140,9310,75811720,0.12
2021-11-09,8280,8280,8080,8170,9008,73209590,0.37
2021-11-10,8100,8250,7950,8100,23474,188036370,-0.86
2021-11-11,7900,8150,7900,8110,34296,274498080,0.12
2021-11-12,8110,8140,8030,8090,7925,63992660,-0.25
2021-11-15,8090,8190,7990,8130,19743,158624280,0.49
2021-11-16,8110,8180,8030,8110,22289,179802020,-0.25
2021-11-17,8170,8200,8010,8080,53406,430836790,-0.37
2021-11-18,8130,8190,7970,8030,8925,71549360,-0.62
2021-11-19,8130,8130,7850,7970,16585,131475190,-0.75
2021-11-22,7960,8090,7750,7940,38988,305448250,-0.38
2021-11-23,7940,8010,7820,7880,16671,131363920,-0.76
2021-11-24,7880,7940,7750,7830,22635,176667640,-0.63
2021-11-25,7850,7850,7600,7630,52253,401411580,-2.55
2021-11-26,7670,7720,7060,7480,43325,324720870,-1.97
2021-11-29,7210,7400,7110,7210,37319,269828870,-3.61
2021-11-30,7220,7320,6630,6630,27275,189331190,-8.04
2021-12-01,6630,6970,6610,6880,18398,124496730,3.77
2021-12-02,6710,7080,6710,7070,12220,84628210,2.76
2021-12-03,7100,7220,7020,7220,30417,216848720,2.12
2021-12-06,7230,7270,7140,7160,7003,50377590,-0.83
2021-12-07,7270,7280,7120,7190,5999,43093700,0.42
2021-12-08,7200,7280,7180,7220,8208,59294650,0.42
2021-12-09,7270,7270,7200,7220,6742,48622860,0.0
2021-12-10,7220,7290,7150,7230,6952,50232720,0.14
2021-12-13,7290,7410,7190,7300,13310,96842360,0.97
2021-12-14,7260,7340,7220,7270,2978,21668490,-0.41
2021-12-15,7220,7310,7190,7250,5612,40545150,-0.28
2021-12-16,7250,7290,7210,7240,6490,46925380,-0.14
2021-12-17,7240,7290,7150,7220,4539,32715340,-0.28
2021-12-20,7210,7270,7160,7210,9803,70655210,-0.14
2021-12-21,7160,7250,7060,7150,14001,99909760,-0.83
2021-12-22,7220,7250,7150,7180,8626,62198370,0.42
2021-12-23,7240,7240,7080,7200,10347,73976950,0.28
2021-12-24,7250,7250,7150,7210,7990,57522540,0.14
2021-12-27,7270,7270,7210,7260,4646,33683500,0.69
2021-12-28,7300,7460,7240,7430,15269,112061990,2.34
2021-12-29,7410,7550,7370,7520,13020,97398510,1.21
2021-12-30,7580,7580,7470,7530,6093,45835580,0.13
2022-01-03,7530,7530,7430,7500,5413,40457670,-0.4
2022-01-04,7550,7550,7430,7490,4825,36067360,-0.13
2022-01-05,7490,7490,7430,7480,9600,71539520,-0.13
2022-01-06,7510,7520,7360,7430,6039,44724410,-0.67
2022-01-07,7400,7530,7350,7400,7780,57415610,-0.4
2022-01-10,7450,7450,7210,7400,7650,56022990,0.0
2022-01-11,7360,7400,7260,7300,12538,91567230,-1.35
2022-01-12,7330,7490,7300,7400,4561,33577780,1.37
2022-01-13,7470,7480,7350,7390,4951,36769400,-0.14
2022-01-14,7340,7450,7330,7390,4895,36027510,0.0
2022-01-17,7380,7380,7200,7260,3568,25937810,-1.76
2022-01-18,7230,7260,7050,7130,10890,77796840,-1.79
2022-01-19,7150,7150,7010,7120,14761,104222070,-0.14
2022-01-20,7000,7200,7000,7070,7219,51097980,-0.7
2022-01-21,7120,7170,7040,7110,8580,60736140,0.57
2022-01-24,6960,7110,6950,7030,6744,47118710,-1.13
2022-01-25,7030,7110,6860,6940,6861,47641990,-1.28
2022-01-26,6860,6990,6680,6770,18296,124614080,-2.45
2022-01-27,6720,6830,6590,6720,16867,112229790,-0.74
2022-01-28,6720,6890,6680,6860,7646,51904800,2.08
2022-02-03,6970,7030,6920,7010,5787,40334700,2.19
2022-02-04,7050,7050,6840,6980,14618,101191750,-0.43
2022-02-07,7050,7140,6990,7020,3943,27691690,0.57
2022-02-08,7090,7090,6950,7000,5326,37256270,-0.28
2022-02-09,6960,7070,6940,7020,7977,55783690,0.29
2022-02-10,6990,7080,6970,7030,5991,42120670,0.14
2022-02-11,7060,7060,6900,7010,4525,31671580,-0.28
2022-02-14,6940,6980,6860,6920,2599,17968340,-1.28
2022-02-15,6850,6920,6790,6880,3785,25861930,-0.58
2022-02-16,6780,6950,6780,6930,2600,17923180,0.73
2022-02-17,7020,7020,6860,6960,7376,51412800,0.43
2022-02-18,6960,7000,6900,6990,2582,17929600,0.43
2022-02-21,7000,7050,6850,6950,9871,68016600,-0.57
2022-02-22,6900,6950,6790,6790,9575,65289880,-2.3
2022-02-23,6790,6950,6770,6840,6066,41329140,0.74
2022-02-24,6840,6840,6680,6700,9381,63322110,-2.05
2022-02-25,6680,6870,6680,6760,10395,70428880,0.9
2022-02-28,6710,6820,6670,6740,8035,53935070,-0.3
2022-03-02,6740,6840,6700,6830,3630,24649800,1.34
2022-03-03,6950,6950,6840,6890,5319,36625410,0.88
2022-03-04,6930,6940,6800,6890,4753,32616040,0.0
2022-03-07,6940,6940,6780,6800,6206,42355570,-1.31
2022-03-08,6670,6840,6610,6810,5594,37685110,0.15
2022-03-10,6790,7000,6790,6870,13981,96839640,0.88
2022-03-11,6900,7000,6870,6920,12979,89947660,0.73
2022-03-14,6920,6980,6770,6850,11992,82068810,-1.01
2022-03-15,6770,6850,6690,6760,16257,109353860,-1.31
2022-03-16,6720,6850,6690,6720,13875,93497760,-0.59
2022-03-17,6800,6840,6720,6800,10362,70220620,1.19
2022-03-18,6800,6850,6720,6750,9588,64857320,-0.74
2022-03-21,6750,6940,6750,6910,20472,140679410,2.37
2022-03-22,6900,7020,6880,6980,15221,106077070,1.01
2022-03-23,6980,7020,6940,6980,6778,47352450,0.0
2022-03-24,6970,7020,6930,6980,13987,97571370,0.0
2022-03-25,6980,7020,6880,6880,11653,80952200,-1.43
2022-03-28,6880,6950,6870,6930,8116,56052370,0.73
2022-03-29,6930,7040,6930,7030,17729,124225660,1.44
2022-03-30,7060,7140,7050,7100,12591,89312720,1.0
2022-03-31,7100,7220,7060,7220,27264,194712100,1.69
2022-04-01,7200,7380,7150,7340,20198,146833710,1.66
2022-04-04,7340,7400,7250,7380,13779,100771650,0.54
2022-04-05,7350,7430,7220,7280,19521,142814970,-1.36
2022-04-06,7310,7360,7200,7340,6553,47703490,0.82
2022-04-07,7300,7300,7160,7240,9718,70146480,-1.36
2022-04-08,7210,7240,7100,7210,4119,29604210,-0.41
2022-04-11,7170,7180,7070,7080,2386,16958270,-1.8
2022-04-12,7070,7080,6920,6920,7271,50652240,-2.26
2022-04-13,6950,7050,6950,7050,12652,88597780,1.88
2022-04-14,7170,7170,7000,7010,6143,43434250,-0.57
2022-04-15,7100,7120,6960,7020,6611,46309960,0.14
2022-04-18,7040,7190,6970,7100,4778,33764580,1.14
2022-04-19,7090,7130,7000,7100,7540,53410840,0.0
2022-04-20,7060,7230,7060,7140,6820,48744330,0.56
2022-04-21,7200,7430,7140,7430,57634,421826890,4.06
2022-04-22,7500,8200,7450,7660,414679,3224221060,3.1
2022-04-25,7660,7780,7580,7710,77230,594632910,0.65
2022-04-26,7800,7800,7580,7670,36272,277775420,-0.52
2022-04-27,7670,7740,7410,7450,30725,231133840,-2.87
2022-04-28,7410,7610,7350,7360,27785,206117060,-1.21
2022-04-29,7370,7520,7350,7490,15861,118302060,1.77
2022-05-02,7490,7790,7340,7580,51488,393137990,1.2
2022-05-03,7570,9600,7570,9010,9359902,84046639360,18.87
2022-05-04,8880,9390,8740,8770,2527551,22884549270,-2.66
2022-05-06,8740,8940,8500,8600,445536,3876601440,-1.94
2022-05-09,8600,8600,8260,8300,241596,2026837200,-3.49
2022-05-10,8150,8290,7910,8250,197011,1591184540,-0.6
2022-05-11,8140,8270,8000,8000,130184,1054428270,-3.03
2022-05-12,7940,8250,7820,7980,139550,1114475660,-0.25
2022-05-13,8020,8130,7960,8120,72676,583827440,1.75
2022-05-16,8110,8250,8030,8250,86388,703832070,1.6
2022-05-17,8120,8270,8100,8250,68142,556351770,0.0
2022-05-18,8260,8360,8200,8240,71850,594301270,-0.12
2022-05-19,8000,9180,7910,8390,1920561,16722315620,1.82
2022-05-20,8430,8480,8170,8460,187153,1555450920,0.83
2022-05-23,8400,8440,8150,8310,90930,754371920,-1.77
2022-05-24,8230,8370,8190,8300,85502,706774150,-0.12
2022-05-25,8310,8340,8120,8130,63058,515287060,-2.05
2022-05-26,8350,8350,8030,8060,58422,472946430,-0.86
2022-05-27,8060,8170,7930,8010,56685,453846460,-0.62
2022-05-30,7960,8180,7960,8140,39007,314845530,1.62
2022-05-31,8120,8200,8090,8160,28451,231654530,0.25
2022-06-02,8230,8270,8130,8150,33934,278597010,-0.12
2022-06-03,8270,8270,8090,8170,52280,426627750,0.25
2022-06-07,8250,8290,8090,8090,37740,308382340,-0.98
2022-06-08,8110,8230,8110,8150,32318,264239000,0.74
2022-06-09,8150,8180,7940,8070,48408,387596210,-0.98
2022-06-10,8060,8070,7980,8070,16780,134521170,0.0
2022-06-13,7870,7970,7470,7570,77271,585576350,-6.2
2022-06-14,7240,7460,7110,7330,54113,391266160,-3.17
2022-06-15,7200,7400,7020,7110,40547,287743750,-3.0
2022-06-16,7080,7240,7070,7130,24475,174865320,0.28
2022-06-17,6950,7050,6750,7040,26301,181091590,-1.26
2022-06-20,7040,7040,6400,6670,35834,237831090,-5.26
2022-06-21,6570,6720,6450,6710,19067,125853960,0.6
2022-06-22,6710,6730,6500,6620,34742,227660600,-1.34
2022-06-23,6620,6690,6060,6060,75460,477004720,-8.46
2022-06-24,5960,6270,5960,6120,39681,243310420,0.99
2022-06-27,6170,6340,6150,6310,24566,153963390,3.1
2022-06-28,6310,6440,6240,6320,9095,57530460,0.16
2022-06-29,6310,6380,6160,6340,5471,34439210,0.32
2022-06-30,6260,6360,6200,6200,13257,83005280,-2.21
2022-07-01,6200,8060,6110,8060,2015019,15264765450,30.0
2022-07-04,8750,9240,8150,8360,6043088,52622331230,3.72
2022-07-05,8550,8780,8260,8350,2279925,19465412380,-0.12
2022-07-06,8210,8250,7740,8000,649481,5157586620,-4.19
2022-07-07,7830,8260,7760,7940,490913,3926959410,-0.75
2022-07-08,7990,8450,7850,7930,809153,6613589200,-0.13
2022-07-11,7930,8200,7810,8080,349390,2820803280,1.89
2022-07-12,7880,7990,7340,7430,294454,2228284600,-8.04
2022-07-13,7420,7500,7200,7330,106104,778406200,-1.35
2022-07-14,7210,7320,6880,6990,184485,1302883100,-4.64
2022-07-15,6990,7040,6750,6800,96209,659829340,-2.72
2022-07-18,6800,6970,6790,6960,58150,401986750,2.35
2022-07-19,6860,7080,6830,7030,50912,355114180,1.01
2022-07-20,7120,7300,7010,7060,109861,788164730,0.43
2022-07-21,7200,7440,7100,7120,147813,1069960760,0.85
2022-07-22,7160,7160,6900,6940,79788,559138830,-2.53
2022-07-25,6850,6890,6730,6870,49874,338874130,-1.01
2022-07-26,6870,6960,6750,6890,45290,311505830,0.29
2022-07-27,6830,6960,6810,6830,20443,140329570,-0.87
2022-07-28,6980,6980,6750,6760,56461,384920520,-1.02
2022-07-29,6790,6910,6750,6910,34665,236905120,2.22
2022-08-01,6910,6920,6770,6820,24017,163743770,-1.3
2022-08-02,6820,6900,6770,6900,28654,195890480,1.17
2022-08-03,6900,6990,6840,6960,33355,231487520,0.87
2022-08-04,7000,7110,6920,7050,61972,434478390,1.29
2022-08-05,7050,7100,6970,7060,44802,314406680,0.14
2022-08-08,7040,7180,6960,7150,36578,258674390,1.27
2022-08-09,7150,7210,7020,7100,32999,234619470,-0.7
2022-08-10,7150,7170,6980,7060,34124,240420110,-0.56
2022-08-11,7070,7280,7070,7160,60910,438201270,1.42
2022-08-12,7160,7330,7110,7170,60069,434629600,0.14
2022-08-16,7320,7320,7130,7150,35799,257479240,-0.28
2022-08-17,7230,7230,7050,7060,26873,190910510,-1.26
2022-08-18,7050,7110,6870,7070,30036,210476610,0.14
2022-08-19,7060,7150,6980,7020,22278,157055520,-0.71
2022-08-22,6920,7020,6830,6900,22121,152598400,-1.71
2022-08-23,6860,7020,6790,6870,24910,171887360,-0.43
2022-08-24,6870,7040,6870,6990,18430,128265480,1.75
2022-08-25,6990,7110,6990,7070,16744,118066630,1.14
2022-08-26,7150,7310,7040,7060,26509,188155310,-0.14
2022-08-29,6800,6930,6780,6930,19656,134906380,-1.84
2022-08-30,6850,7080,6850,7070,21287,149504090,2.02
2022-08-31,7070,7110,7010,7080,16177,114217220,0.14
2022-09-01,7020,7070,6910,6950,28485,198694730,-1.84
2022-09-02,6950,7040,6900,6940,36768,255719440,-0.14
2022-09-05,6900,7020,6880,6880,13773,95365130,-0.86
2022-09-06,6860,6990,6860,6960,8147,56331400,1.16
2022-09-07,6930,6980,6730,6810,28366,193646930,-2.16
2022-09-08,6840,6900,6610,6710,20364,136992190,-1.47
2022-09-13,6770,7150,6770,7040,35859,248804910,4.92
2022-09-14,6940,7020,6750,7010,15543,107343320,-0.43
2022-09-15,7030,7080,6950,7010,14803,103547330,0.0
2022-09-16,6990,7130,6970,7000,30004,211755130,-0.14
2022-09-19,7100,7100,6960,6960,34962,245109180,-0.57
2022-09-20,7070,7070,6850,6940,27867,192982170,-0.29
2022-09-21,6920,7880,6800,7090,633244,4711764470,2.16
2022-09-22,6970,7150,6520,6860,103790,702596480,-3.24
2022-09-23,6740,6800,6380,6500,65796,434130040,-5.25
2022-09-26,6270,6360,6010,6070,42449,260927650,-6.62
2022-09-27,5880,6150,5800,6120,58506,347867270,0.82
2022-09-28,6120,6150,5700,5850,43197,253193570,-4.41
2022-09-29,5960,6340,5800,5800,55402,329157450,-0.85
2022-09-30,5700,6000,5650,5940,36313,210900230,2.41
2022-10-04,5950,6060,5920,6030,15078,90193070,1.52
2022-10-05,6030,6100,5880,5950,16887,100969180,-1.33
2022-10-06,5910,6090,5910,6090,15381,93034160,2.35
2022-10-07,6090,6140,6040,6100,12050,73333180,0.16
2022-10-11,5920,6040,5800,5850,21640,127156430,-4.1
2022-10-12,5740,5920,5740,5860,14728,86098890,0.17
2022-10-13,5840,5930,5660,5710,14754,84670660,-2.56
2022-10-14,5750,5890,5750,5880,7084,41287080,2.98
2022-10-17,5790,6010,5710,5910,12088,71060370,0.51
2022-10-18,5940,6080,5940,6020,14918,89911260,1.86
2022-10-19,6070,6190,6020,6130,17771,108585250,1.83
2022-10-20,6130,6240,6030,6240,20734,127509850,1.79
2022-10-21,6220,7550,6110,6420,1583228,10907959610,2.88
2022-10-24,6400,6600,6250,6360,126141,804643120,-0.93
2022-10-25,6360,6430,6120,6200,60010,374514520,-2.52
2022-10-26,6200,6350,6160,6240,42827,266815420,0.65
2022-10-27,6290,6340,6190,6230,33763,211068200,-0.16
2022-10-28,6290,6630,6230,6350,66223,423159960,1.93
2022-10-31,6410,6450,6320,6450,24256,154726770,1.57
2022-11-01,6410,6490,6360,6450,32835,210725260,0.0
2022-11-02,6600,6710,6520,6570,64206,423436980,1.86
2022-11-03,6400,6550,6380,6530,33489,216086380,-0.61
2022-11-04,6500,6660,6450,6660,23341,152896930,1.99
2022-11-07,6650,6780,6610,6700,42351,283694080,0.6
2022-11-08,6690,6760,6650,6720,32139,215282490,0.3
2022-11-09,6750,6750,6700,6720,26177,175774250,0.0
2022-11-10,6690,6740,6640,6710,14780,99290400,-0.15
2022-11-11,6760,6800,6660,6710,24456,164328000,0.0
