날짜,시가,고가,저가,종가,거래량,거래대금,등락률
2022-11-14,6780,6920,6730,6870,45649,311918220,2.38
2022-11-15,6930,6970,6840,6970,59612,411347370,1.46
2022-11-16,6850,6950,6760,6930,47704,327781180,-0.57
2022-11-17,6930,7020,6750,6900,30829,211153430,-0.43
2022-11-18,6920,6960,6840,6910,23471,161986780,0.14
2022-11-21,6870,6910,6700,6790,30478,206445700,-1.74
2022-11-22,6740,6810,6710,6790,12540,84888560,0.0
2022-11-23,6780,6900,6760,6870,15482,105610920,1.18
2022-11-24,6940,6940,6870,6890,9497,65443210,0.29
2022-11-25,6890,7190,6870,7190,67112,470318790,4.35
2022-11-28,7190,7620,7170,7400,187987,1401052660,2.92
2022-11-29,7400,7430,7210,7280,51215,373543010,-1.62
2022-11-30,7360,7360,7190,7290,17980,130343830,0.14
2022-12-01,7370,7370,7200,7310,19411,141273520,0.27
2022-12-02,7290,7320,7220,7290,15642,114047950,-0.27
2022-12-05,7300,7380,7150,7220,15386,111603940,-0.96
2022-12-06,7220,7220,7070,7150,13530,96595910,-0.97
2022-12-07,7100,7100,6800,6850,41212,284299710,-4.2
2022-12-08,6820,6820,6630,6730,28182,188769910,-1.75
2022-12-09,6730,6780,6600,6750,31400,209644940,0.3
2022-12-12,6740,6870,6660,6810,15854,107433010,0.89
2022-12-13,6770,6900,6770,6840,9915,67418830,0.44
2022-12-14,6870,6890,6730,6880,7923,54344270,0.58
2022-12-15,6920,6920,6780,6810,6190,42292210,-1.02
2022-12-16,6800,6800,6650,6680,9466,63300900,-1.91
2022-12-19,6600,7420,6550,6670,305139,2127465540,-0.15
2022-12-20,6650,6750,6550,6590,27233,180426610,-1.2
2022-12-21,6590,6720,6560,6680,14629,97336280,1.37
2022-12-22,6680,6750,6650,6710,11249,75396530,0.45
2022-12-23,6730,6770,6550,6690,22499,149497510,-0.3
2022-12-26,6630,6770,6600,6600,10306,68669430,-1.35
2022-12-27,6720,6720,6330,6630,12384,81373660,0.45
2022-12-28,6620,6650,6500,6610,6458,42501840,-0.3
2022-12-29,6520,6550,6180,6200,58087,364044740,-6.2
2023-01-02,6200,6310,5690,5800,100763,593882840,-6.45
2023-01-03,5780,5810,5570,5770,43517,246818760,-0.52
2023-01-04,5720,5950,5710,5940,22894,134017290,2.95
2023-01-05,5970,6080,5930,6050,14644,87558260,1.85
2023-01-06,6010,6220,5960,6100,19566,119392230,0.83
2023-01-09,6130,6250,6130,6230,9721,60302170,2.13
2023-01-10,6240,6260,6140,6240,11711,72607740,0.16
2023-01-11,6200,6350,6200,6270,5635,35309320,0.48
2023-01-12,6350,6460,6200,6200,26954,168746800,-1.12
2023-01-13,6260,6330,6230,6330,8449,53083390,2.1
2023-01-16,6300,6340,6260,6330,14521,91432870,0.0
2023-01-17,6330,6400,6220,6250,12766,80360240,-1.26
2023-01-18,6280,6350,6150,6190,11379,70605440,-0.96
2023-01-19,6160,6180,6040,6130,14415,87945080,-0.97
2023-01-20,6130,6150,6060,6150,8274,50477330,0.33
2023-01-25,6170,6230,6080,6120,22102,135888230,-0.49
2023-01-26,6140,6250,5970,6160,27666,167947780,0.65
2023-01-27,6140,6220,6120,6170,15351,94586090,0.16
2023-01-30,6170,6360,6170,6360,26390,165381760,3.08
2023-01-31,6350,6400,6260,6330,16887,106489180,-0.47
2023-02-01,6330,6400,6290,6390,13256,84261810,0.95
2023-02-02,6390,6510,6380,6500,17968,116020470,1.72
2023-02-03,6480,6550,6430,6550,11953,77556640,0.77
2023-02-06,6550,6550,6360,6470,10786,69410110,-1.22
2023-02-07,6470,6510,6430,6480,6049,39160560,0.15
2023-02-08,6490,6520,6450,6490,6207,40209620,0.15
2023-02-09,6530,6540,6440,6480,6408,41380910,-0.15
2023-02-10,6500,6500,6340,6410,17589,112129540,-1.08
2023-02-13,6420,6420,6310,6420,8258,52585350,0.16
2023-02-14,6390,6520,6390,6510,17040,110100870,1.4
2023-02-15,6530,6530,6340,6350,16763,107753980,-2.46
2023-02-16,6350,6410,6290,6370,11555,73317680,0.31
2023-02-17,6360,6400,6240,6370,23465,147824380,0.0
2023-02-20,6350,6450,6310,6420,22088,142876540,0.78
2023-02-21,6620,6740,6530,6720,84244,559035670,4.67
2023-02-22,6700,6950,6610,6920,71233,486718590,2.98
2023-02-23,6760,6930,6750,6930,47612,326196210,0.14
2023-02-24,6990,6990,6840,6930,31448,216970600,0.0
2023-02-27,6810,6890,6730,6800,22717,154199410,-1.88
2023-02-28,6800,6850,6750,6800,13324,90598070,0.0
2023-03-02,6850,6850,6720,6770,9728,65919300,-0.44
2023-03-03,6800,6850,6590,6810,15624,105198580,0.59
2023-03-06,6790,6810,6710,6780,10790,72840300,-0.44
2023-03-07,6670,6770,6630,6660,37762,252065280,-1.77
2023-03-08,6660,6660,6500,6620,24593,162253330,-0.6
2023-03-09,6580,6840,6570,6690,15266,101923690,1.06
2023-03-10,6620,6640,6510,6520,29502,194189780,-2.54
2023-03-13,6470,6490,6230,6310,21823,138065790,-3.22
2023-03-14,6230,6300,6050,6090,23836,145870870,-3.49
2023-03-15,6150,6180,6000,6080,53338,324419510,-0.16
2023-03-16,6080,6090,5930,6040,16107,96705510,-0.66
2023-03-17,6070,6190,6020,6130,13277,81236940,1.49
2023-03-20,6130,6240,6120,6230,14437,89271840,1.63
2023-03-21,6230,6280,6110,6180,28123,173970790,-0.8
2023-03-22,6210,6220,6090,6090,9784,59865190,-1.46
2023-03-23,6090,6120,6010,6060,12276,74288030,-0.49
2023-03-24,6070,6100,6010,6080,12617,76199280,0.33
2023-03-27,6100,6130,5960,6070,15005,90380190,-0.16
2023-03-28,6140,6200,6070,6170,10846,66455760,1.65
2023-03-29,6230,6230,6110,6190,6760,41641470,0.32
2023-03-30,6190,6260,6060,6190,13629,84057450,0.0
2023-03-31,6200,6210,6090,6170,15046,92065330,-0.32
2023-04-03,6180,6180,6010,6050,21044,127926910,-1.94
2023-04-04,6050,6120,6040,6060,19002,115170780,0.17
2023-04-05,6070,6110,6030,6100,11597,70401230,0.66
2023-04-06,6080,6080,6000,6020,14755,88820830,-1.31
2023-04-07,6030,6090,5990,6090,9534,57647370,1.16
2023-04-10,6090,6090,5950,5980,30260,181368910,-1.81
2023-04-11,5950,6140,5940,6060,22788,138105960,1.34
2023-04-12,6050,6300,6050,6300,42238,260603620,3.96
2023-04-13,6290,6330,6220,6280,15242,95471340,-0.32
2023-04-14,6220,6310,6220,6250,12958,81171650,-0.48
2023-04-17,6220,6240,6160,6210,14792,91577600,-0.64
2023-04-18,6210,6240,6160,6170,20432,126244890,-0.64
2023-04-19,6180,6230,6160,6230,7636,47291540,0.97
2023-04-20,6210,6360,6190,6350,26738,167953850,1.93
2023-04-21,6300,6350,6150,6200,19670,122412240,-2.36
2023-04-24,6200,6300,6030,6080,15869,96994310,-1.94
2023-04-25,6080,6120,6030,6120,8171,49584870,0.66
2023-04-26,6100,6700,6020,6150,152071,964297310,0.49
2023-04-27,6160,6330,6100,6230,17081,106735580,1.3
2023-04-28,6230,6360,6210,6220,21382,134020530,-0.16
2023-05-02,6270,6330,6230,6280,19996,125558510,0.96
2023-05-03,6260,6350,6240,6240,5556,34804340,-0.64
2023-05-04,6280,6320,6230,6280,5241,32821120,0.64
2023-05-08,6300,6440,6270,6350,24346,154555820,1.11
2023-05-09,6470,6470,6310,6390,7554,48120980,0.63
2023-05-10,6320,6480,6280,6350,18586,118980050,-0.63
2023-05-11,6350,6440,6270,6410,19318,122745510,0.94
2023-05-12,6350,6490,6330,6350,13414,85822770,-0.94
2023-05-15,6350,6350,6280,6340,9474,59755650,-0.16
2023-05-16,6400,6530,6340,6400,30952,198033030,0.95
2023-05-17,6410,6560,6400,6530,42220,273535480,2.03
2023-05-18,6570,6570,6480,6500,18044,118304750,-0.46
2023-05-19,6600,7660,6450,6650,2248534,16170829590,2.31
2023-05-22,6640,6980,6640,6830,193456,1315760910,2.71
2023-05-23,6850,6980,6640,6730,141772,958992460,-1.46
2023-05-24,6770,6820,6570,6720,73376,489354000,-0.15
2023-05-25,6720,6720,6610,6660,31396,209543190,-0.89
2023-05-26,6740,6740,6500,6600,25144,165843700,-0.9
2023-05-30,6610,6650,6500,6530,29214,191364980,-1.06
2023-05-31,6600,6710,6540,6700,129696,862050640,2.6
2023-06-01,6710,6720,6620,6650,23259,154995770,-0.75
2023-06-02,6660,6690,6610,6660,20593,136854000,0.15
2023-06-05,6690,6740,6600,6730,26653,178255780,1.05
2023-06-07,6740,6790,6700,6700,20972,141191660,-0.45
2023-06-08,6690,6720,6630,6660,12330,82197670,-0.6
2023-06-09,6630,6700,6620,6660,16466,109479790,0.0
2023-06-12,6700,6810,6650,6750,20352,136616220,1.35
2023-06-13,6830,6840,6720,6750,34776,235857100,0.0
2023-06-14,6770,6770,6550,6580,37069,245939940,-2.52
2023-06-15,6540,6670,6540,6600,15955,105305030,0.3
2023-06-16,6600,6690,6600,6630,14634,97008490,0.45
2023-06-19,6690,6970,6620,6960,85200,585161210,4.98
2023-06-20,6960,6970,6810,6850,48340,331853730,-1.58
2023-06-21,6850,6870,6620,6750,35887,241982380,-1.46
2023-06-22,6690,6690,6310,6620,35342,232552500,-1.93
2023-06-23,6550,6580,6440,6450,31906,207070870,-2.57
2023-06-26,6440,7500,6440,6930,852351,6015412820,7.44
2023-06-27,6930,6990,6820,6870,63735,438462830,-0.87
2023-06-28,6840,7170,6840,7000,100243,706524580,1.89
2023-06-29,6930,7000,6850,6970,51461,355421560,-0.43
2023-06-30,6910,7020,6850,7000,25218,175557800,0.43
2023-07-03,7050,7090,6960,7020,31334,219642030,0.29
2023-07-04,7010,7190,6970,7080,41416,292592960,0.85
2023-07-05,7050,7120,6880,6910,28023,195794240,-2.4
2023-07-06,6910,6940,6800,6870,23509,161643450,-0.58
2023-07-07,6870,6870,6630,6860,26280,177659540,-0.15
2023-07-10,6790,7100,6710,7080,49429,344452200,3.21
2023-07-11,7080,7140,6920,7050,30320,212140440,-0.42
2023-07-12,7090,7260,7010,7140,97145,702480680,1.28
2023-07-13,7460,7480,7050,7130,138797,999271290,-0.14
2023-07-14,7180,7180,6920,6970,44808,313461480,-2.24
2023-07-17,6970,7220,6900,7150,49813,352187570,2.58
2023-07-18,7110,7120,6850,6990,40969,284639980,-2.24
2023-07-19,6990,6990,6870,6960,19530,134702100,-0.43
2023-07-20,6880,7020,6830,7000,23167,160780060,0.57
2023-07-21,6990,6990,6850,6930,16970,116785010,-1.0
2023-07-24,6930,6930,6670,6780,33719,228569810,-2.16
2023-07-25,6790,6790,6600,6600,29229,195324620,-2.65
2023-07-26,6640,6640,6220,6290,55402,352039050,-4.7
